INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
212019045,2647,,THREATS TO DO BODILY HARM,B3,167,0,2021-03-25 13:00:00,2021,3,Thursday,13,,GLENWAY ST,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
212019043,3410,,TOWED MOTOR VEHICLE,D14,330,0,2021-03-25 10:00:00,2021,3,Thursday,10,,WASHINGTON ST,42.34425778968061,-71.14383620746543,"(42.34425778968061, -71.14383620746543)"
212019041,619,,LARCENY ALL OTHERS,B2,611,0,2021-03-05 12:17:00,2021,3,Friday,12,,HUNTINGTON AVE,42.33225457005401,-71.11160342109595,"(42.33225457005401, -71.11160342109595)"
212019039,3115,,INVESTIGATE PERSON,B2, ,0,2021-03-25 13:28:00,2021,3,Thursday,13,,DEWEY ST,42.31410580161216,-71.07193057314157,"(42.31410580161216, -71.07193057314157)"
212019038,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D14,784,0,2021-03-25 13:17:00,2021,3,Thursday,13,,CAMBRIDGE ST,42.349285689968546,-71.146727204671,"(42.349285689968546, -71.146727204671)"
212019036,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,257,0,2021-03-25 13:05:00,2021,3,Thursday,13,,COLUMBIA RD,42.31635508006852,-71.06593852814775,"(42.31635508006852, -71.06593852814775)"
212019026,3005,,SICK ASSIST,B3,444,0,2021-03-25 12:56:00,2021,3,Thursday,12,,BLUE HILL AVE,42.29908734060767,-71.08652243090454,"(42.29908734060767, -71.08652243090454)"
212019025,3115,,INVESTIGATE PERSON,B2,311,0,2021-03-25 13:26:00,2021,3,Thursday,13,,BLUE HILL AVE,0,0,"(0, 0)"
212019024,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D14,771,0,2021-03-25 12:38:00,2021,3,Thursday,12,,WASHINGTON ST,42.34910075676797,-71.15612390368563,"(42.34910075676797, -71.15612390368563)"
212019019,619,,LARCENY ALL OTHERS,B2,355,0,2021-03-25 12:30:00,2021,3,Thursday,12,,GLENDALE ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
212019018,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,410,0,2021-03-25 12:16:00,2021,3,Thursday,12,,SANFORD ST,42.27401825847849,-71.07116196205855,"(42.27401825847849, -71.07116196205855)"
212019010,3410,,TOWED MOTOR VEHICLE,B2, ,0,2021-03-25 11:20:00,2021,3,Thursday,11,,E COTTAGE ST,42.32130558646823,-71.06831550566908,"(42.32130558646823, -71.06831550566908)"
212019006,1832,,SICK ASSIST - DRUG RELATED ILLNESS,B2,178,0,2021-03-25 11:26:00,2021,3,Thursday,11,,"ALLERTON ST & PEIRSON ST
ROXBURY  MA 02119
UNITED ",42.32884999968317,-71.07064394269939,"(42.32884999968317, -71.07064394269939)"
212019002,3115,,INVESTIGATE PERSON,B3,465,0,2021-03-25 10:50:00,2021,3,Thursday,10,,STANDISH ST,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212019001,706,,AUTO THEFT - MOTORCYCLE / SCOOTER,D14,778,0,2021-03-23 09:00:00,2021,3,Tuesday,9,,COMMONWEALTH AVE,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212018999,3115,,INVESTIGATE PERSON,B3,458,0,2021-03-25 11:14:00,2021,3,Thursday,11,,ERIE ST,42.30153144100214,-71.08257818713801,"(42.30153144100214, -71.08257818713801)"
212018995,3005,,SICK ASSIST,B3,443,0,2021-03-25 10:34:00,2021,3,Thursday,10,,KINGSDALE ST,42.29528206406164,-71.07957413563638,"(42.29528206406164, -71.07957413563638)"
212018991,1102,,FRAUD - FALSE PRETENSE / SCHEME,B3,520,0,2021-03-25 11:16:00,2021,3,Thursday,11,,NORFOLK ST,42.256215920402155,-71.12401947329023,"(42.256215920402155, -71.12401947329023)"
212018990,801,,ASSAULT - SIMPLE,B2,308,0,2021-03-25 10:45:00,2021,3,Thursday,10,,HUMBOLDT AVE,42.31871967853678,-71.08610630469113,"(42.31871967853678, -71.08610630469113)"
212018988,619,,LARCENY ALL OTHERS,B3,431,0,2021-03-25 10:40:00,2021,3,Thursday,10,,CALLENDER ST,42.288167908118936,-71.08760717985115,"(42.288167908118936, -71.08760717985115)"
212018985,2914,,VAL - OPERATING W/O AUTHORIZATION LAWFUL,B3,465,0,2021-03-25 10:47:00,2021,3,Thursday,10,,CORMAN RD,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212018982,736,,RECOVERED - MV RECOVERED IN BOSTON (STOLEN IN BOSTON) MUST BE SUPPLEMENTAL,B3,465,0,2021-03-24 09:30:00,2021,3,Wednesday,9,,HARVARD AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212018976,3410,,TOWED MOTOR VEHICLE,B2, ,0,2021-03-25 09:58:00,2021,3,Thursday,9,,BRINTON ST,42.32027709724282,-71.09248784054655,"(42.32027709724282, -71.09248784054655)"
212018970,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D14,790,0,2021-03-25 09:15:00,2021,3,Thursday,9,,ENGLEWOOD AVE,42.337918241835325,-71.14867639568219,"(42.337918241835325, -71.14867639568219)"
212018969,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2,321,0,2021-03-25 08:50:00,2021,3,Thursday,8,,WARREN ST,42.31250552000736,-71.08314735218174,"(42.31250552000736, -71.08314735218174)"
212018966,2907,,VAL - OPERATING AFTER REV/SUSP.,B2,329,0,2021-03-25 08:36:00,2021,3,Thursday,8,,COLUMBIA RD,42.307333930411694,-71.07637039715469,"(42.307333930411694, -71.07637039715469)"
212018959,724,,AUTO THEFT,B2,167,0,2021-03-24 05:30:00,2021,3,Wednesday,5,,DUDLEY ST,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
212018955,3207,,PROPERTY - FOUND,D14,789,0,2021-03-25 07:39:00,2021,3,Thursday,7,,SUTHERLAND RD,42.33654138026856,-71.15048534785248,"(42.33654138026856, -71.15048534785248)"
212018947,3811,,M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY,D14,768,0,2021-03-25 05:13:00,2021,3,Thursday,5,,"MARKET ST & N BEACON ST
BRIGHTON  MA 02135
UNITED ",42.35615898461588,-71.1491019749891,"(42.35615898461588, -71.1491019749891)"
212018946,1832,,SICK ASSIST - DRUG RELATED ILLNESS,B2,280,0,2021-03-25 04:12:00,2021,3,Thursday,4,,"WARREN ST & ZEIGLER ST
ROXBURY  MA 02119
UNITED ST",42.32939098186648,-71.08333998807758,"(42.32939098186648, -71.08333998807758)"
212018942,3114,,INVESTIGATE PROPERTY,B3,452,1,2021-03-25 02:42:00,2021,3,Thursday,2,,PARK ST,42.29514573579991,-71.07434139062698,"(42.29514573579991, -71.07434139062698)"
212018936,1501,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B2, ,0,2021-03-25 01:45:00,2021,3,Thursday,1,,"HARRISON AVE & DUDLEY ST
ROXBURY  MA 02119
UNITED ",42.32859702159768,-71.08274705512277,"(42.32859702159768, -71.08274705512277)"
212018930,2907,,VAL - OPERATING AFTER REV/SUSP.,D14, ,0,2021-03-25 00:42:00,2021,3,Thursday,0,,"HARVARD AVE & GARDNER ST
BRIGHTON  MA 02134
UNITED",42.353454965012354,-71.13218803416356,"(42.353454965012354, -71.13218803416356)"
212018925,423,,ASSAULT - AGGRAVATED,B2,311,0,2021-03-24 23:13:00,2021,3,Wednesday,23,,CLIFFORD ST,42.319854434786805,-71.07972518175252,"(42.319854434786805, -71.07972518175252)"
212018921,3114,,INVESTIGATE PROPERTY,B2,266,0,2021-03-24 22:12:00,2021,3,Wednesday,22,,WINTHROP ST,42.3242406894884,-71.07761916640617,"(42.3242406894884, -71.07761916640617)"
212018914,3114,,INVESTIGATE PROPERTY,B2,332,0,2021-03-24 20:00:00,2021,3,Wednesday,20,,COLUMBIA RD,42.31519664510418,-71.0667838725257,"(42.31519664510418, -71.0667838725257)"
212018904,1602,,PROSTITUTION - SOLICITING,B2,181,0,2021-03-24 21:07:00,2021,3,Wednesday,21,,"LANGDON ST & ROSWELL ST
ROXBURY  MA 02119
UNITED S",42.325158966208825,-71.07035499410205,"(42.325158966208825, -71.07035499410205)"
212018895,3114,,INVESTIGATE PROPERTY,B3,425,1,2021-03-24 20:53:00,2021,3,Wednesday,20,,BABSON ST,42.27193750881443,-71.09213540014078,"(42.27193750881443, -71.09213540014078)"
212018894,3005,,SICK ASSIST,B2,304,0,2021-03-24 20:30:00,2021,3,Wednesday,20,,WASHINGTON ST,42.31943966218216,-71.09467467086674,"(42.31943966218216, -71.09467467086674)"
212018884,3006,,SICK/INJURED/MEDICAL - PERSON,B2,322,0,2021-03-24 19:44:00,2021,3,Wednesday,19,,HOLBORN ST,42.31481748490067,-71.08141069431083,"(42.31481748490067, -71.08141069431083)"
212018881,3115,,INVESTIGATE PERSON,B3,944,0,2021-03-24 17:38:00,2021,3,Wednesday,17,,STRATTON ST,42.28933096332063,-71.08351741885086,"(42.28933096332063, -71.08351741885086)"
212018875,617,,LARCENY THEFT FROM BUILDING,B2,305,0,2021-03-24 19:44:00,2021,3,Wednesday,19,,WALNUT AVE,42.31878339177029,-71.09074228463578,"(42.31878339177029, -71.09074228463578)"
212018869,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,0,2021-03-24 07:40:00,2021,3,Wednesday,7,,HIGHLAND ST,42.256215920402155,-71.12401947329023,"(42.256215920402155, -71.12401947329023)"
212018866,3005,,SICK ASSIST,B2,315,0,2021-03-24 18:40:00,2021,3,Wednesday,18,,WAUMBECK ST,42.314012895655104,-71.08635276783563,"(42.314012895655104, -71.08635276783563)"
212018863,3801,,M/V ACCIDENT - OTHER,B3,465,0,2021-03-23 16:30:00,2021,3,Tuesday,16,,PLEASANT HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212018862,2905,,VAL - VIOLATION OF AUTO LAW,B3,418,0,2021-03-24 17:44:00,2021,3,Wednesday,17,,"MORTON ST & SELDEN ST
DORCHESTER  MA 02126
UNITED ",42.28039901957795,-71.08259694792098,"(42.28039901957795, -71.08259694792098)"
212018860,3114,,INVESTIGATE PROPERTY,B3,944,0,2021-03-24 08:30:00,2021,3,Wednesday,8,,STRATTON ST,42.28881221925629,-71.08513152352724,"(42.28881221925629, -71.08513152352724)"
212018858,2647,,THREATS TO DO BODILY HARM,D14,784,0,2021-03-24 17:40:00,2021,3,Wednesday,17,,WARREN ST,42.34946443646394,-71.14270449055681,"(42.34946443646394, -71.14270449055681)"
212018852,3006,,SICK/INJURED/MEDICAL - PERSON,D14,783,0,2021-03-24 17:35:00,2021,3,Wednesday,17,,RIDGEMONT ST,42.35128926108784,-71.14146034089346,"(42.35128926108784, -71.14146034089346)"
212018850,423,,ASSAULT - AGGRAVATED,B2,328,0,2021-03-20 18:00:00,2021,3,Saturday,18,,MAGNOLIA ST,42.31012904650881,-71.07484821004398,"(42.31012904650881, -71.07484821004398)"
212018846,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,355,0,2021-03-24 12:20:00,2021,3,Wednesday,12,,"40 GIBSON ST
DORCHESTER  MA 02122
UNITED STATES",42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
212018844,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,418,0,2021-03-24 15:53:00,2021,3,Wednesday,15,,FULLER ST,42.280727510546924,-71.07713630799255,"(42.280727510546924, -71.07713630799255)"
212018839,3115,,INVESTIGATE PERSON,B3,453,0,2021-03-24 17:11:00,2021,3,Wednesday,17,,HARVARD ST,42.29812402049336,-71.07589793521126,"(42.29812402049336, -71.07589793521126)"
212018835,520,,BURGLARY - RESIDENTIAL,B2,321,0,2021-03-24 10:10:00,2021,3,Wednesday,10,,BLUE HILL AVE,42.31162834253699,-71.08094293912549,"(42.31162834253699, -71.08094293912549)"
212018823,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,B2, ,0,2021-03-24 15:28:00,2021,3,Wednesday,15,,"TERRACE ST & CEDAR ST
ROXBURY  MA 02120
UNITED STA",42.32858398995724,-71.09814204211047,"(42.32858398995724, -71.09814204211047)"
212018821,3005,,SICK ASSIST,B3,439,0,2021-03-24 00:00:00,2021,3,Wednesday,0,,STRATTON ST,42.28933096332063,-71.08351741885086,"(42.28933096332063, -71.08351741885086)"
212018814,3005,,SICK ASSIST,D14,789,0,2021-03-24 14:45:00,2021,3,Wednesday,14,,COMMONWEALTH AVE,42.33819348782436,-71.15278773553001,"(42.33819348782436, -71.15278773553001)"
212018812,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,282,0,2021-03-22 19:18:00,2021,3,Monday,19,,WOODCLIFF ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212018807,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,2021-03-24 13:15:00,2021,3,Wednesday,13,,RIVER ST,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212018805,423,,ASSAULT - AGGRAVATED,B2,320,0,2021-03-24 13:54:00,2021,3,Wednesday,13,,BLUE HILL AVE,42.30889840345595,-71.08305190474378,"(42.30889840345595, -71.08305190474378)"
212018802,3130,,SEARCH WARRANT,B3,465,0,2021-03-24 14:19:00,2021,3,Wednesday,14,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212018798,3410,,TOWED MOTOR VEHICLE,B2,330,0,2021-03-24 13:11:00,2021,3,Wednesday,13,,SUPPLE RD,42.306397157819745,-71.08349251370984,"(42.306397157819745, -71.08349251370984)"
212018794,801,,ASSAULT - SIMPLE,B3,457,0,2021-03-24 12:51:00,2021,3,Wednesday,12,,BLUE HILL AVENUE,42.300822675630805,-71.08589872678313,"(42.300822675630805, -71.08589872678313)"
212018791,3201,,PROPERTY - LOST/ MISSING,B2,313,0,2021-02-01 00:00:00,2021,2,Monday,0,,WYOMING ST,42.31508518034225,-71.08508813271443,"(42.31508518034225, -71.08508813271443)"
212018784,2905,,VAL - VIOLATION OF AUTO LAW,B2,308,0,2021-03-24 12:06:00,2021,3,Wednesday,12,,HAROLD ST,42.31845985922981,-71.08932895749955,"(42.31845985922981, -71.08932895749955)"
212018779,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,752,0,2021-03-24 08:00:00,2021,3,Wednesday,8,,LARCH ST,42.34711137644931,-71.16686842743134,"(42.34711137644931, -71.16686842743134)"
212018770,2647,,THREATS TO DO BODILY HARM,B3,435,0,2021-03-24 10:00:00,2021,3,Wednesday,10,,PEACEVALE RD,42.2871667396152,-71.07633478981265,"(42.2871667396152, -71.07633478981265)"
212018768,3207,,PROPERTY - FOUND,B2,182,0,2021-03-24 11:20:00,2021,3,Wednesday,11,,MARSHFIELD ST,42.323289456599184,-71.06809105359636,"(42.323289456599184, -71.06809105359636)"
212018763,2905,,VAL - VIOLATION OF AUTO LAW,B2,901,0,2021-03-24 11:07:00,2021,3,Wednesday,11,,TURQUOISE WAY,42.33426743569248,-71.09713456808284,"(42.33426743569248, -71.09713456808284)"
212018754,3201,,PROPERTY - LOST/ MISSING,B3,465,0,2021-03-24 09:00:00,2021,3,Wednesday,9,,RIVER ST,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212018747,3207,,PROPERTY - FOUND,D14,778,0,2021-03-23 14:00:00,2021,3,Tuesday,14,,TURNER ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212018746,3410,,TOWED MOTOR VEHICLE,D14,783,0,2021-03-24 09:00:00,2021,3,Wednesday,9,,WARREN ST,42.34946443646394,-71.14270449055681,"(42.34946443646394, -71.14270449055681)"
212018739,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,311,0,2021-03-23 08:00:00,2021,3,Tuesday,8,,BLUE HILL AVE,42.316056901557644,-71.07820017375566,"(42.316056901557644, -71.07820017375566)"
212018738,2907,,VAL - OPERATING AFTER REV/SUSP.,B3, ,0,2021-03-24 09:06:00,2021,3,Wednesday,9,,WOOLSON ST,42.28081212599721,-71.08855769606829,"(42.28081212599721, -71.08855769606829)"
212018737,2647,,THREATS TO DO BODILY HARM,B2,330,0,2021-03-24 09:14:00,2021,3,Wednesday,9,,COLUMBIA RD,42.303709249674334,-71.08313459328902,"(42.303709249674334, -71.08313459328902)"
212018733,3502,,MISSING PERSON - LOCATED,D14,778,0,2021-03-11 08:00:00,2021,3,Thursday,8,,GLENVILLE AVE,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212018724,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,454,0,2021-03-24 07:34:00,2021,3,Wednesday,7,,HARVARD AVE,42.30013580351992,-71.07563344188637,"(42.30013580351992, -71.07563344188637)"
212018721,3803,,M/V ACCIDENT - PERSONAL INJURY,D14,771,0,2021-03-24 07:25:00,2021,3,Wednesday,7,,"PARSONS ST & WASHINGTON ST
BRIGHTON  MA 02135
UNIT",42.34906899087266,-71.15578699956625,"(42.34906899087266, -71.15578699956625)"
212018715,801,,ASSAULT - SIMPLE,B2,326,0,2021-03-24 00:14:00,2021,3,Wednesday,0,,FAYSTON ST,42.31224326993691,-71.07549900660268,"(42.31224326993691, -71.07549900660268)"
212018710,3114,,INVESTIGATE PROPERTY,B2,330,0,2021-03-24 04:22:00,2021,3,Wednesday,4,,BLUE HILL AVE,42.3063831586361,-71.0843563469392,"(42.3063831586361, -71.0843563469392)"
212018703,1402,,VANDALISM,B2,313,0,2021-03-24 01:00:00,2021,3,Wednesday,1,,DECKARD ST,42.31587739576609,-71.08510889142046,"(42.31587739576609, -71.08510889142046)"
212018699,617,,LARCENY THEFT FROM BUILDING,D14,794,0,2021-03-22 00:57:00,2021,3,Monday,0,,RADCLIFFE RD,42.350854488076834,-71.13408858956902,"(42.350854488076834, -71.13408858956902)"
212018698,2101,,OPERATING UNDER THE INFLUENCE (OUI) ALCOHOL,B2,259,0,2021-03-23 23:24:00,2021,3,Tuesday,23,,MAGNOLIA ST,42.31478432299101,-71.07160996879186,"(42.31478432299101, -71.07160996879186)"
212018691,801,,ASSAULT - SIMPLE,D14,794,0,2021-03-23 21:26:00,2021,3,Tuesday,21,,"BRIGHTON AVE & QUINT AVE
BRIGHTON  MA 02134
UNITED",42.35317003294599,-71.13402503818516,"(42.35317003294599, -71.13402503818516)"
212018687,3114,,INVESTIGATE PROPERTY,B2,315,1,2021-03-23 21:25:00,2021,3,Tuesday,21,,HOWLAND ST,42.31324759576598,-71.08692602956602,"(42.31324759576598, -71.08692602956602)"
212018685,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,611,0,2021-03-23 21:09:00,2021,3,Tuesday,21,,NEW WHITNEY ST,42.3335184328119,-71.11071718795563,"(42.3335184328119, -71.11071718795563)"
212018680,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2,282,0,2021-03-23 19:00:00,2021,3,Tuesday,19,,TOWNSEND ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212018677,3108,,FIRE REPORT,B3,463,0,2021-03-23 20:07:00,2021,3,Tuesday,20,,BLUE HILL AVE,42.29733659702027,-71.087296041594,"(42.29733659702027, -71.087296041594)"
212018675,801,,ASSAULT - SIMPLE,B2,327,0,2021-03-23 17:27:00,2021,3,Tuesday,17,,HARTFORD ST,42.316251294708266,-71.07289969214256,"(42.316251294708266, -71.07289969214256)"
212018670,801,,ASSAULT - SIMPLE,B2,587,0,2021-03-23 19:44:00,2021,3,Tuesday,19,,ALLEGHANY ST,42.33056976709614,-71.0995908942997,"(42.33056976709614, -71.0995908942997)"
212018667,3115,,INVESTIGATE PERSON,B3,465,0,2021-03-23 20:43:00,2021,3,Tuesday,20,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212018662,801,,ASSAULT - SIMPLE,B2,588,0,2021-03-23 20:00:00,2021,3,Tuesday,20,,GURNEY ST,42.33201285064138,-71.09598981964692,"(42.33201285064138, -71.09598981964692)"
212018661,3005,,SICK ASSIST,B3,456,0,2021-03-23 19:40:00,2021,3,Tuesday,19,,FOWLER ST,42.300859310869264,-71.08128807752925,"(42.300859310869264, -71.08128807752925)"
212018654,617,,LARCENY THEFT FROM BUILDING,D14,784,0,2021-03-23 18:45:00,2021,3,Tuesday,18,,COMMONWEALTH AVE,42.346345853680255,-71.14148750602476,"(42.346345853680255, -71.14148750602476)"
212018648,1106,,FRAUD - CREDIT CARD / ATM FRAUD,D14,41,0,2021-02-18 12:00:00,2021,2,Thursday,12,,TREMONT ST,42.37663166813234,-71.05593195497872,"(42.37663166813234, -71.05593195497872)"
212018642,724,,AUTO THEFT,B2,280,0,2021-03-23 12:20:00,2021,3,Tuesday,12,,MALCOLM X BLVD,42.329024688954846,-71.08341504753118,"(42.329024688954846, -71.08341504753118)"
212018630,2670,,HARASSMENT/ CRIMINAL HARASSMENT,B2,355,0,2021-03-22 18:45:00,2021,3,Monday,18,,SARGENT ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
212018621,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,422,0,2021-03-23 16:54:00,2021,3,Tuesday,16,,RIVER ST,42.271361305555516,-71.08100829980867,"(42.271361305555516, -71.08100829980867)"
212018620,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2, ,0,2021-03-23 17:41:00,2021,3,Tuesday,17,,MILLMONT ST,42.327828890143856,-71.0911560181498,"(42.327828890143856, -71.0911560181498)"
212018611,3115,,INVESTIGATE PERSON,B3,488,0,2021-03-23 16:52:00,2021,3,Tuesday,16,,RIVER ST,42.263245185611844,-71.10703300323256,"(42.263245185611844, -71.10703300323256)"
212018610,3205,,M/V PLATES - LOST,B3,465,0,2021-03-23 17:15:00,2021,3,Tuesday,17,,GALLIVAN BLVD,0,0,"(0, 0)"
212018607,617,,LARCENY THEFT FROM BUILDING,D14,786,0,2021-03-23 16:18:00,2021,3,Tuesday,16,,WASHINGTON ST,42.34308127134165,-71.14172267328729,"(42.34308127134165, -71.14172267328729)"
212018600,619,,LARCENY ALL OTHERS,B2,282,0,2021-03-23 15:06:00,2021,3,Tuesday,15,,ST ALPHONSUS ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212018596,1107,,FRAUD - IMPERSONATION,D14,778,0,2021-03-22 00:00:00,2021,3,Monday,0,,TURNER ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212018582,3115,,INVESTIGATE PERSON,B2,329,0,2021-03-22 15:22:00,2021,3,Monday,15,,FAYSTON ST,42.30812618751114,-71.07692973888375,"(42.30812618751114, -71.07692973888375)"
212018577,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2,324,0,2021-03-23 14:20:00,2021,3,Tuesday,14,,BLUE HILL AVE,42.31709355046751,-71.07802976841748,"(42.31709355046751, -71.07802976841748)"
212018566,3803,,M/V ACCIDENT - PERSONAL INJURY,B3,410,0,2021-03-23 13:42:00,2021,3,Tuesday,13,,"GROVELAND ST & MANCHESTER ST
MATTAPAN  MA 02126
UN",42.273784957886285,-71.07763003193742,"(42.273784957886285, -71.07763003193742)"
212018557,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,D14,778,0,2021-03-23 12:00:00,2021,3,Tuesday,12,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212018553,3006,,SICK/INJURED/MEDICAL - PERSON,B2,265,0,2021-03-23 13:02:00,2021,3,Tuesday,13,,PERRIN ST,42.32274490947884,-71.07799077188976,"(42.32274490947884, -71.07799077188976)"
212018550,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,B2,611,0,2021-03-23 12:52:00,2021,3,Tuesday,12,,"HUNTINGTON AVE & RIVERWAY
ROXBURY  MA 02115
UNITED",42.331914989025975,-71.11304701621482,"(42.331914989025975, -71.11304701621482)"
212018547,617,,LARCENY THEFT FROM BUILDING,D14,796,0,2021-03-23 12:25:00,2021,3,Tuesday,12,,COMMONWEALTH AVE,42.349667513419874,-71.13048677758938,"(42.349667513419874, -71.13048677758938)"
212018546,619,,LARCENY ALL OTHERS,B3,465,0,2021-03-07 13:00:00,2021,3,Sunday,13,,RIVER ST,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212018543,3115,,INVESTIGATE PERSON,B3,465,0,2021-03-22 20:00:00,2021,3,Monday,20,,FULLER ST,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212018541,1102,,FRAUD - FALSE PRETENSE / SCHEME,D14,778,0,2021-03-23 13:23:00,2021,3,Tuesday,13,,ORKNEY RD,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212018539,540,,BURGLARY - COMMERICAL,B2,280,0,2021-03-23 13:19:00,2021,3,Tuesday,13,,HARRISON AVE,42.33048169333245,-71.08166730232801,"(42.33048169333245, -71.08166730232801)"
212018538,3005,,SICK ASSIST,B2,315,0,2021-03-23 12:51:00,2021,3,Tuesday,12,,WAUMBECK ST,42.314012895655104,-71.08635276783563,"(42.314012895655104, -71.08635276783563)"
212018534,3006,,SICK/INJURED/MEDICAL - PERSON,B2,321,0,2021-03-23 13:00:00,2021,3,Tuesday,13,,WARREN ST,42.31250552000736,-71.08314735218174,"(42.31250552000736, -71.08314735218174)"
212018527,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2, ,0,2021-03-23 12:06:00,2021,3,Tuesday,12,,"WARREN ST & ELM HILL PARK
BOSTON  MA 02121
UNITED ",42.31283099843087,-71.08335994518468,"(42.31283099843087, -71.08335994518468)"
212018519,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,258,0,2021-03-23 11:45:00,2021,3,Tuesday,11,,COLUMBIA RD,42.31635508006852,-71.06593852814775,"(42.31635508006852, -71.06593852814775)"
212018514,3114,,INVESTIGATE PROPERTY,B2,325,0,2021-03-23 00:00:00,2021,3,Tuesday,0,,BALFOUR ST,42.31466061560966,-71.07623072311833,"(42.31466061560966, -71.07623072311833)"
212018511,1109,,FRAUD - WIRE,B3,465,0,2021-03-23 00:00:00,2021,3,Tuesday,0,,HOSMER ST,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212018509,3410,,TOWED MOTOR VEHICLE,B3, ,0,2021-03-23 11:37:00,2021,3,Tuesday,11,,NORFOLK ST,42.28895500334945,-71.07431339620122,"(42.28895500334945, -71.07431339620122)"
212018505,1402,,VANDALISM,D14,804,0,2021-03-22 20:03:00,2021,3,Monday,20,,GUEST ST,42.35723474245278,-71.14703266218078,"(42.35723474245278, -71.14703266218078)"
212018493,3130,,SEARCH WARRANT,B2,312,0,2021-03-23 06:00:00,2021,3,Tuesday,6,,HOLWORTHY ST,42.316321305820594,-71.08923049704752,"(42.316321305820594, -71.08923049704752)"
212018490,1107,,FRAUD - IMPERSONATION,B2,268,0,2021-03-19 10:28:00,2021,3,Friday,10,,KEEGAN ST,42.32981411667461,-71.07626715518634,"(42.32981411667461, -71.07626715518634)"
212018489,3410,,TOWED MOTOR VEHICLE,D14,783,0,2021-03-23 10:01:00,2021,3,Tuesday,10,,WARREN ST,42.34946443646394,-71.14270449055681,"(42.34946443646394, -71.14270449055681)"
